LeadSource,JobRole,ContactNotes,LeadProfile,UsedPromo,DoNotReachOut,Region,Converted,Lead_ProspectID
Cold Uutbound, Sales,FeatureRequest,Medium,NoPromo,FALSE,LATAM,0,fdfea6f2-6436-4521-ae40-94f46c7103bf
Organic,HR,ContentPresentation,Small,UsedPromo,TRUE,EMEA,1,c26c6fad-30ca-45a9-81ec-38f6f114da74
Organic,Marketing,NeedsCaseStudy,Large,NoPromo,TRUE,APAC,0,24d528da-ab3c-483b-9cdc-20f8a74fc2d4
Organic,Operations,NeedsTraining,Large,NoPromo,TRUE,LATAM,0,177ee84a-9296-4c66-8981-cac1b51c1132
Event,Operations,ContentPresentation,Medium,UsedPromo,TRUE,NAMER,1,f30246d5-f8ba-4e02-b17a-9b15e6e41d75
Event, Sales,FeatureRequest,Medium,NoPromo,TRUE,APAC,1,9a762115-3fe0-4112-826c-21e4bb7fe8cd
Digital Ad, Sales,FeatureRequest,Small,UsedPromo,TRUE,LATAM,0,a6fdb3ee-1a8e-4303-8d90-7810026e8d9a
Cold Uutbound,Management,NeedsTraining,Small,UsedPromo,TRUE,EMEA,1,9b742f8f-9847-4cc3-99b2-98558456e3c8
Cold Uutbound,Engineering,NeedsCaseStudy,Small,NoPromo,TRUE,NAMER,0,00f4a854-1c4c-4747-a33d-7ad8cfa29f84
Digital Ad,HR,FeatureRequest,Medium,NoPromo,TRUE,APAC,0,748c34aa-1721-4794-90c0-8dc92181d2a1
Cold Uutbound,Operations,ContentPresentation,Large,UsedPromo,FALSE,LATAM,1,16496dfa-d9d4-4971-ba6b-63a8b468bdcd
Referral,Management,NeedsTraining,Small,UsedPromo,TRUE,LATAM,1,10842aec-7872-442a-a4cc-82acbe22453b
Digital Ad,Engineering,FeatureRequest,Medium,NoPromo,TRUE,APAC,0,5baca4b2-156d-4ab1-bca0-2c1d1c32326d
Organic,Operations,NeedsTraining,Large,NoPromo,FALSE,NAMER,1,5feb274d-18a7-45fa-ae0e-40ab7c474617
Cold Uutbound, Sales,NeedsTraining,Small,UsedPromo,FALSE,EMEA,1,26b9b3e3-7154-4658-baf2-9f397735ae05
Digital Ad,Finance,FeatureRequest,Small,UsedPromo,FALSE,APAC,0,aef09abd-c73c-4508-be60-62138ccbe4ef
Event,Engineering,NeedsCaseStudy,Large,NoPromo,FALSE,APAC,0,95e87e23-fbec-48ee-9f67-f573c10f8055
Organic,Finance,FeatureRequest,Small,NoPromo,FALSE,LATAM,0,faacc4c8-5c99-4079-9e4c-c00b0d5537c6
Organic,Engineering,NeedsTraining,Large,NoPromo,FALSE,EMEA,0,ef3e9795-9992-40db-b1b7-fdf3af6b0744
Organic, Sales,NeedsCaseStudy,Medium,NoPromo,FALSE,APAC,0,b6c82313-e115-40df-b11b-9b6aa57bd378
Organic,Operations,ContentPresentation,Small,UsedPromo,TRUE,EMEA,1,4183315d-8489-467e-9f6b-41efb2a0b4d7
Organic,Management,FeatureRequest,Small,NoPromo,FALSE,APAC,1,9936de9f-20e1-47ec-b15f-8d934280d117
Organic,Management,NeedsTraining,Large,UsedPromo,FALSE,EMEA,0,f5b53608-155e-4bd1-b49f-3903ec9f995a
Event,Finance,NeedsTraining,Medium,UsedPromo,TRUE,APAC,1,82f4f4a0-9996-488d-ac42-666f23a4e903
Organic,Management,NeedsCaseStudy,Small,UsedPromo,TRUE,APAC,1,b0a86f38-3deb-42f8-b784-c4de6b925e15
Referral,HR,FeatureRequest,Small,NoPromo,TRUE,LATAM,0,ee9d9e37-57f4-4d61-9b19-08563e773f10
Cold Uutbound,Finance,ContentPresentation,Medium,UsedPromo,TRUE,LATAM,1,1983e416-252c-4847-825c-7caf90d401c6
Digital Ad,Operations,ContentPresentation,Large,NoPromo,TRUE,LATAM,0,47a4a070-a9dd-45f8-8588-113666315812
Digital Ad,Finance,ContentPresentation,Large,UsedPromo,FALSE,EMEA,0,9bb0ea85-6b0d-4eff-b01e-2c5f9e41642e
Digital Ad, Sales,NeedsTraining,Large,UsedPromo,FALSE,LATAM,1,e56bad57-d1f6-4cc8-8285-b1e834acd543
Digital Ad,Finance,NeedsCaseStudy,Medium,UsedPromo,FALSE,LATAM,1,5065c4b8-9b9b-4c34-972d-1996fd03d8f4
Event,Management,ContentPresentation,Small,UsedPromo,TRUE,APAC,1,54e480eb-1910-407b-999b-db1722710bc3
Organic,Marketing,FeatureRequest,Small,UsedPromo,TRUE,APAC,1,3b73b64b-3fc6-483f-b43a-60e32106dfad
Organic, Sales,NeedsCaseStudy,Large,NoPromo,TRUE,APAC,0,64a08ace-c29a-41a6-b504-f54159191f01
Event,Operations,FeatureRequest,Small,NoPromo,FALSE,NAMER,0,50733e0b-a2a3-44d3-8e3a-961b779a7629
Digital Ad,HR,NeedsTraining,Small,UsedPromo,TRUE,EMEA,1,ce02cae0-fffd-421d-af84-ab39ad88af6b
Organic,Finance,FeatureRequest,Small,UsedPromo,FALSE,NAMER,1,69182b80-2634-4208-8ab9-8d8ce95c15ac
Digital Ad,Marketing,NeedsTraining,Large,NoPromo,FALSE,NAMER,0,6ca868d1-5e55-403e-a1c4-376ffc56a8cd
Digital Ad,HR,FeatureRequest,Small,UsedPromo,FALSE,APAC,0,c5de111c-0bd6-4713-af86-21927e891756
Organic,Finance,FeatureRequest,Small,UsedPromo,TRUE,NAMER,1,f2920e89-ef09-4c83-b53a-99b29f936469
Digital Ad,Finance,ContentPresentation,Medium,UsedPromo,TRUE,NAMER,1,9e97919b-63aa-4593-a8c0-20d3a5febd54
Cold Uutbound,Engineering,FeatureRequest,Medium,NoPromo,FALSE,EMEA,0,ce99796a-4f12-4582-bd9c-9f4139e4072b
Event,Operations,NeedsTraining,Medium,UsedPromo,FALSE,APAC,1,41cc277f-f2b0-4a63-a72c-95c07e903695
Cold Uutbound,Management,NeedsTraining,Small,UsedPromo,TRUE,LATAM,1,88cb9696-2fa8-47ff-94a6-93adc5b45bc3
Digital Ad,Finance,FeatureRequest,Medium,NoPromo,FALSE,APAC,0,f8a5fc9d-1147-4399-9d8a-7392f06cec72
Cold Uutbound, Sales,NeedsTraining,Medium,NoPromo,FALSE,LATAM,0,384928df-17f9-4a22-8217-518fd4644801
Organic,Management,NeedsCaseStudy,Medium,UsedPromo,TRUE,LATAM,1,eeb97b2e-cbfb-4cf5-8dcd-fa754c54beb4
Digital Ad,Management,NeedsTraining,Large,NoPromo,FALSE,APAC,0,dc326070-bc59-48d4-a5f3-d17883391ab7
Digital Ad,Marketing,ContentPresentation,Large,NoPromo,TRUE,APAC,0,a6088071-4300-4bd7-a6c2-715d6eb06b46
Organic, Sales,NeedsCaseStudy,Medium,UsedPromo,TRUE,NAMER,1,610222e0-cb54-4780-9cc7-f09e6a2dae41
Organic,Engineering,NeedsCaseStudy,Large,NoPromo,TRUE,NAMER,0,64d11957-1427-40b0-b847-56c6c1eebcb3
Cold Uutbound, Sales,NeedsTraining,Medium,UsedPromo,FALSE,LATAM,1,3a5ebd85-5ad4-4eb8-bc45-f3ee9ef958a9
Digital Ad, Sales,ContentPresentation,Large,UsedPromo,TRUE,NAMER,1,7012d29c-fd80-47c6-93eb-4ffff1086d7a
Event, Sales,NeedsTraining,Small,UsedPromo,FALSE,EMEA,1,e4bbced9-8e6f-4590-9d16-6912f0029032
Event,HR,FeatureRequest,Small,NoPromo,FALSE,EMEA,1,1d942755-bc41-4aee-8404-1ba25701508a
Event,Management,NeedsCaseStudy,Large,UsedPromo,TRUE,NAMER,1,7f128d08-12e1-4672-b27a-514a4d4c9481
Cold Uutbound,Operations,ContentPresentation,Large,UsedPromo,FALSE,APAC,1,e461ad83-f9f4-4f8d-9c9c-4b3a683c96c7
Digital Ad,Management,NeedsTraining,Medium,NoPromo,TRUE,NAMER,0,60943f94-814a-4a29-bb1f-66d2e7bd3b72
Digital Ad,Engineering,NeedsCaseStudy,Medium,UsedPromo,TRUE,LATAM,1,f06d8b24-174e-4cba-9f64-3c750b719dd0
Digital Ad,Management,NeedsCaseStudy,Small,NoPromo,TRUE,NAMER,0,68a716be-731b-4d7e-8511-d9f71fa6a017
Cold Uutbound, Sales,NeedsTraining,Small,NoPromo,FALSE,APAC,0,6a7ad33a-49e4-44b8-88be-11c1807440c9
Referral,Finance,FeatureRequest,Medium,NoPromo,FALSE,NAMER,0,1e12f325-abb4-44f1-882e-4c1dc7622fe3
Event,HR,NeedsCaseStudy,Medium,UsedPromo,FALSE,LATAM,1,94cd571c-9b42-4826-876a-3b781a7cad3f
Cold Uutbound,Engineering,FeatureRequest,Small,NoPromo,FALSE,APAC,0,e5374f7e-71f7-4d72-924e-80893587c0c3
Event,Operations,FeatureRequest,Small,NoPromo,TRUE,LATAM,0,2cc4c0b6-2348-4248-b147-c819ee08abb2
Digital Ad,Finance,FeatureRequest,Small,NoPromo,FALSE,LATAM,0,acbe5b87-c1f6-499a-94ee-8eb6b932fa4f
Event,Engineering,ContentPresentation,Large,UsedPromo,FALSE,APAC,1,276cbb12-08a5-49c6-8860-c6fe41f7a110
Digital Ad, Sales,NeedsTraining,Small,UsedPromo,TRUE,EMEA,1,86192b44-2590-4dff-917f-d44e63c79566
Organic,Marketing,ContentPresentation,Medium,UsedPromo,TRUE,APAC,1,8547e381-0a39-48b5-9f32-ee335d5b1c47
Cold Uutbound,Engineering,FeatureRequest,Medium,NoPromo,FALSE,APAC,0,d18122ea-1cb6-4c76-ba00-ae98419a4339
Cold Uutbound,Finance,NeedsTraining,Medium,UsedPromo,TRUE,LATAM,1,fb2e57ac-2c4b-4f0d-8174-975feba5b05f
Organic,HR,FeatureRequest,Small,NoPromo,FALSE,EMEA,0,0f0b697a-e40f-4701-ae04-00251d8248c7
Event,Operations,FeatureRequest,Small,UsedPromo,FALSE,EMEA,0,6742df50-8be6-491b-835c-829700cb2f36
Event,Finance,ContentPresentation,Medium,UsedPromo,FALSE,LATAM,1,23e31a38-7732-4cfe-88f9-1d688d6f534a
Referral,Operations,FeatureRequest,Medium,NoPromo,FALSE,LATAM,0,6aeab99e-b5bc-4b28-af98-e9c6fb464eb3
Organic,Operations,NeedsTraining,Large,NoPromo,FALSE,APAC,0,a1b7af63-3895-4f19-b015-c9fb9a6c7c9b
Digital Ad,Operations,NeedsCaseStudy,Medium,NoPromo,TRUE,LATAM,0,60554b76-2495-467d-b902-e53956d0c6da
Event,Engineering,ContentPresentation,Medium,UsedPromo,FALSE,EMEA,1,204ae0c3-9132-4e9e-a3fa-c9f0603a26dc
Referral, Sales,NeedsCaseStudy,Medium,UsedPromo,FALSE,LATAM,1,c5b73e20-4449-4ed5-98dc-d6032b17f894
Organic,Marketing,ContentPresentation,Large,NoPromo,FALSE,EMEA,0,c979a0fa-fe05-45d5-8212-fe8583524ee5
Cold Uutbound,HR,ContentPresentation,Large,NoPromo,FALSE,APAC,0,2eeecbe2-01f6-4d1d-afbe-8e6534e6930b
Event,Operations,NeedsCaseStudy,Small,NoPromo,TRUE,NAMER,0,a3cf37ae-c80d-483c-965a-e596bc013e5c
Event,Engineering,NeedsCaseStudy,Large,NoPromo,FALSE,APAC,0,3530345a-065e-4efd-9a0d-d879339bb6ea
Event, Sales,FeatureRequest,Medium,NoPromo,TRUE,APAC,0,d26c72d9-5c86-4de4-a8d2-80f4bc0f64f1
Organic,Management,NeedsTraining,Small,UsedPromo,TRUE,NAMER,1,a73653c3-e9a9-43ea-8607-05d41ff0b8ff
Digital Ad,HR,NeedsTraining,Small,NoPromo,FALSE,EMEA,0,559cd0d8-287a-4353-a793-cddae32ae50f
Cold Uutbound,Marketing,NeedsTraining,Medium,UsedPromo,FALSE,APAC,1,2efde1a3-76c3-421c-be09-caf8f153a478
Organic,Marketing,FeatureRequest,Medium,NoPromo,TRUE,LATAM,0,5676f4be-d32a-49e3-8f67-60c4e0973182
Cold Uutbound,HR,NeedsTraining,Large,UsedPromo,FALSE,APAC,0,95168ff7-2c5c-4b11-8981-5aa7a48f5bcc
Cold Uutbound,Finance,ContentPresentation,Large,NoPromo,TRUE,EMEA,0,8b9c89dc-e7ad-42a6-ae4f-851c6db423aa
Cold Uutbound,Engineering,ContentPresentation,Medium,NoPromo,FALSE,APAC,0,ab31ad06-ef0f-49a8-8a44-4fc885987a10
Cold Uutbound,Finance,NeedsCaseStudy,Small,NoPromo,FALSE,EMEA,0,2ee7dc31-5922-4ef7-a279-fabcd11e3868
Referral,HR,NeedsTraining,Large,UsedPromo,FALSE,NAMER,1,cf82f0bc-d4e2-43ef-be59-91c63c85d1df
Cold Uutbound,Engineering,NeedsCaseStudy,Medium,UsedPromo,FALSE,LATAM,1,a5185de1-4b9a-4011-a3df-e4af3e4ac38f
Digital Ad,Engineering,FeatureRequest,Small,NoPromo,FALSE,LATAM,1,08458f2a-b639-4866-a96a-06c717e08609
Referral,Finance,FeatureRequest,Small,NoPromo,TRUE,EMEA,0,59a9fe05-3a0a-4ea1-8c92-6a358b55f14f
Organic,Engineering,ContentPresentation,Large,UsedPromo,TRUE,EMEA,0,daec18c3-a01b-4ef2-b54b-4e5bd71ec036
Digital Ad,Engineering,NeedsCaseStudy,Large,UsedPromo,FALSE,NAMER,1,cd2c4f75-01d0-4300-bc3c-46a23c87a553
Event,HR,NeedsTraining,Large,NoPromo,FALSE,APAC,1,96dd397b-8ad9-4a47-a933-3ae3cac8243c
Event, Sales,NeedsCaseStudy,Small,UsedPromo,FALSE,EMEA,1,db36ee81-02a9-4d2b-804d-0493cde91bb3
Digital Ad,Management,NeedsCaseStudy,Large,NoPromo,TRUE,NAMER,1,371d6017-ebdc-41dc-bcbd-3c6cb0f06366
Cold Uutbound,Engineering,NeedsTraining,Medium,UsedPromo,TRUE,LATAM,1,d741cde7-975b-4778-a793-b985ed2e0d0a
Referral,Operations,NeedsCaseStudy,Medium,UsedPromo,FALSE,EMEA,1,6c36fdad-375f-43b2-9cd0-c5f04c1d9ef3
Event,Operations,NeedsTraining,Small,NoPromo,FALSE,EMEA,0,9869a652-1ddb-464d-9511-71ba8c90379c
Organic, Sales,ContentPresentation,Large,NoPromo,TRUE,LATAM,0,aa5aba67-5da2-4e0e-b210-32c2ddc9f709
Referral,Finance,ContentPresentation,Large,UsedPromo,FALSE,EMEA,1,db493d42-a83c-4c0c-8ee9-04edb4b6d56f
Cold Uutbound,Operations,FeatureRequest,Medium,NoPromo,TRUE,NAMER,0,44020455-1f5d-4f20-b7ce-2e84bca630a1
Cold Uutbound,Finance,ContentPresentation,Large,UsedPromo,TRUE,APAC,0,846698fe-2db8-47be-8ccb-48ac1eb23c7a
Digital Ad,Engineering,FeatureRequest,Large,NoPromo,TRUE,EMEA,0,b8d158e3-2ade-4816-ab33-7d77016ddef0
Organic,Marketing,ContentPresentation,Large,NoPromo,FALSE,NAMER,0,4ba2af6c-d2f0-4b69-92dd-1942adba97b9
Digital Ad,Management,ContentPresentation,Small,NoPromo,FALSE,EMEA,0,a68a1572-ddcb-42cc-bb1a-16957717b6c7
Digital Ad,Marketing,ContentPresentation,Large,UsedPromo,FALSE,NAMER,0,8822a604-41b3-450b-8ccd-5799af51cd46
Event,Engineering,ContentPresentation,Medium,NoPromo,TRUE,APAC,0,f4655241-a121-4b89-a696-ae722b72e9cc
Cold Uutbound,Engineering,NeedsTraining,Medium,UsedPromo,FALSE,LATAM,0,fccea4d4-729b-4f8c-8ac6-0a78faea6d4c
Digital Ad,HR,ContentPresentation,Large,UsedPromo,TRUE,APAC,1,8bd200ec-a4f7-4cf1-a522-c3f5cc47a019
Digital Ad,Marketing,NeedsTraining,Medium,NoPromo,FALSE,EMEA,0,643ae60b-4db0-4a53-bcea-1b6ce4bb70b4
Organic,Engineering,NeedsTraining,Medium,UsedPromo,TRUE,NAMER,1,b53fed99-3fa1-496a-8d8c-e5f7d4b4977e
Event, Sales,NeedsCaseStudy,Small,UsedPromo,TRUE,LATAM,1,98c865df-d7f6-4d33-96c2-eec901603aa3
Cold Uutbound,Engineering,ContentPresentation,Medium,UsedPromo,TRUE,NAMER,1,2c5c3207-5b39-4cc5-8780-31f08b59fc97
Event,HR,FeatureRequest,Small,NoPromo,FALSE,EMEA,0,91baf09e-eee5-47df-a03b-cab55a02f05f
Referral,Marketing,NeedsTraining,Medium,UsedPromo,FALSE,LATAM,1,94be2c3a-ed21-489d-8caa-35e8f60f54e4
Referral,Operations,NeedsTraining,Medium,NoPromo,FALSE,NAMER,0,eb09999e-50ef-49d2-bd32-20d60786f313
Referral,Marketing,FeatureRequest,Small,NoPromo,TRUE,EMEA,0,23be1146-539a-4713-85c0-b1c16235e00d
Event,Management,FeatureRequest,Small,UsedPromo,FALSE,NAMER,1,2c025825-949f-4f5f-8ff4-d4b16a44ed0e
Cold Uutbound,Engineering,NeedsCaseStudy,Large,UsedPromo,FALSE,EMEA,1,4927671b-72ac-4f47-ac1e-5aef7ff76cc4
Cold Uutbound,Engineering,NeedsCaseStudy,Medium,UsedPromo,FALSE,NAMER,1,ad7e1b4a-41df-4107-9bca-4fd4b72a2cce
Referral,Marketing,ContentPresentation,Medium,UsedPromo,FALSE,APAC,1,85e15c62-62a2-437e-ba6e-e474358c682f
Cold Uutbound, Sales,NeedsTraining,Small,UsedPromo,TRUE,NAMER,1,eb5f5346-c366-4cd2-b94d-a5fda67b8ecd
Cold Uutbound,Finance,NeedsTraining,Medium,NoPromo,TRUE,APAC,0,ef0509ac-3acf-4c24-97b5-0c1d6cfa7aaa
Organic,Marketing,FeatureRequest,Medium,NoPromo,FALSE,APAC,1,127ca664-8335-4a3d-81b6-c8e451d9ea5a
Referral,Management,FeatureRequest,Small,UsedPromo,TRUE,NAMER,0,894a479c-5f5a-42d0-8bac-7306d88a574b
Digital Ad,Finance,NeedsTraining,Small,UsedPromo,TRUE,NAMER,1,ffc9d62f-5300-4b10-8c6b-c0bde5bd9242
Event,HR,NeedsCaseStudy,Large,NoPromo,TRUE,APAC,1,1654437a-69a4-452c-a9b8-125898e16678
Organic,Operations,NeedsCaseStudy,Small,UsedPromo,FALSE,APAC,1,f3f09151-c456-4bf2-b7a8-dfa82ac3f77b
Organic, Sales,NeedsTraining,Small,UsedPromo,FALSE,APAC,1,963d8a0b-0d1b-4111-a98e-bb39e6d0ce68
Referral,HR,NeedsCaseStudy,Large,UsedPromo,TRUE,EMEA,1,13bc6432-8afc-4b65-afdc-be164be9efeb
Event,Engineering,FeatureRequest,Small,NoPromo,TRUE,APAC,1,f420fe0a-2ef4-4f03-94cb-a68bc7327117
Referral,HR,FeatureRequest,Medium,NoPromo,FALSE,APAC,0,7c8b40b3-a6a2-4bcd-8ab4-e47653d7424c
Event,Management,NeedsTraining,Small,UsedPromo,FALSE,LATAM,1,751c9f37-4541-4e3b-9612-71b2c674fc74
Cold Uutbound,HR,NeedsCaseStudy,Small,NoPromo,TRUE,NAMER,0,a5eb490e-4271-4d99-9225-753c7ec270ce
Organic, Sales,ContentPresentation,Large,NoPromo,TRUE,APAC,0,4049348d-865a-407e-90d4-c641868fafdb
Cold Uutbound,HR,ContentPresentation,Large,NoPromo,FALSE,APAC,0,cddf6d59-104b-40a6-973f-49b706bf78fc
Referral,Marketing,NeedsCaseStudy,Small,UsedPromo,TRUE,NAMER,1,7268a317-53ac-4bb0-a34b-bd0a0eb201e0
Digital Ad, Sales,ContentPresentation,Large,NoPromo,FALSE,LATAM,0,a3208a83-45f9-4059-9b83-67ca9958893d
Referral,Management,FeatureRequest,Small,NoPromo,TRUE,EMEA,0,414ffa72-a356-4575-b689-3e33da99faa6
Organic,Marketing,NeedsTraining,Medium,UsedPromo,FALSE,APAC,1,a0305ed7-edbe-4906-be23-d2d578724539
Event, Sales,NeedsTraining,Large,NoPromo,TRUE,NAMER,1,769a8964-c474-4a0c-95a4-f71bcf01d8ca
Cold Uutbound,Management,FeatureRequest,Small,UsedPromo,TRUE,EMEA,1,9fd5135a-19ca-480a-ac11-26ffbacdc4e5
Referral,Engineering,FeatureRequest,Medium,UsedPromo,TRUE,NAMER,0,4bc7ce17-abd7-43c5-b4a7-6d12f58bb5d3
Referral,Marketing,FeatureRequest,Medium,NoPromo,FALSE,APAC,0,0c390828-757f-4b57-95fd-442ec854a8d4
Referral, Sales,NeedsCaseStudy,Small,UsedPromo,FALSE,EMEA,1,7f3f3d35-4ccf-4565-8d54-88227912811d
Organic,Management,NeedsCaseStudy,Large,UsedPromo,FALSE,APAC,1,553b4c74-f049-4c7a-96e1-1216707ca3b2
Organic, Sales,ContentPresentation,Medium,UsedPromo,TRUE,APAC,1,07c2dace-35d4-4b58-bd9b-9049bed039e6
Organic,Management,NeedsTraining,Large,NoPromo,TRUE,NAMER,0,b5f8b551-6bd9-48a7-afae-61eed5a643eb
Cold Uutbound,Operations,ContentPresentation,Large,UsedPromo,TRUE,LATAM,1,f4f66ea2-be81-423e-8548-c08423adf6e3
Organic,Operations,FeatureRequest,Medium,NoPromo,TRUE,NAMER,0,6cb4dacf-0eb6-4fb0-b4d0-0fef1c324eb4
Cold Uutbound,Finance,FeatureRequest,Small,NoPromo,FALSE,NAMER,0,80499736-0d90-4126-a7a0-67a5f79783f7
Referral,Marketing,ContentPresentation,Large,UsedPromo,TRUE,EMEA,1,6fa67a8c-bec7-4051-8d27-86a1b1f41115
Organic,Finance,ContentPresentation,Medium,UsedPromo,TRUE,EMEA,1,b355321c-f540-49b1-8fae-a5687a8a608f
Digital Ad, Sales,FeatureRequest,Small,UsedPromo,FALSE,APAC,1,8e6c3293-7c22-4ab3-8a01-c4af9063dd6e
Digital Ad, Sales,ContentPresentation,Small,NoPromo,TRUE,EMEA,0,74c1217b-0273-4988-b71f-893f74a7075e
Cold Uutbound,Finance,NeedsTraining,Medium,UsedPromo,FALSE,APAC,1,ff8e1eeb-bb3d-41c6-a06e-24c926be3696
Event,Operations,NeedsTraining,Large,UsedPromo,FALSE,APAC,1,a4cfe73b-fc22-4017-a557-8c2a39dc5f87
Referral,Operations,NeedsCaseStudy,Small,NoPromo,FALSE,EMEA,1,ceffc436-46e9-4f71-a7fd-34db8f6b2113
Cold Uutbound,HR,FeatureRequest,Small,UsedPromo,FALSE,LATAM,1,e1615174-27e5-40ad-b328-a4b3039629ab
Digital Ad,Operations,NeedsTraining,Large,NoPromo,FALSE,LATAM,0,2114f3d2-f319-4b4b-9ce8-0693bb81df49
Cold Uutbound,HR,FeatureRequest,Small,UsedPromo,TRUE,LATAM,1,0ba086c8-37ed-453c-8211-5b92e5caa47a
Event,Operations,NeedsTraining,Medium,UsedPromo,TRUE,APAC,1,bc742e6b-9dfa-4a80-a9a7-7dcf0ed57e47
Event,Marketing,NeedsTraining,Small,UsedPromo,TRUE,NAMER,1,27c8f647-cdb0-4d9c-8393-5641cc869377
Digital Ad,Marketing,FeatureRequest,Small,NoPromo,TRUE,APAC,0,7ba62ec0-5034-4d4e-bf1c-1a9d5126caf8
Organic,Management,NeedsCaseStudy,Large,UsedPromo,TRUE,LATAM,0,a10af381-f6f4-4148-8c8b-b398b89663e3
Organic,HR,FeatureRequest,Medium,UsedPromo,FALSE,NAMER,0,242ba2cf-9e59-4036-b5f1-f0f96a08c77a
Organic, Sales,FeatureRequest,Large,NoPromo,TRUE,EMEA,0,efbb5678-97f7-4a80-ab1e-568ca3f08167
Organic,HR,FeatureRequest,Small,NoPromo,TRUE,EMEA,1,8ebc7637-cfcf-428f-bf18-173968878938
Referral,HR,FeatureRequest,Medium,NoPromo,FALSE,LATAM,0,dc0d2bbc-3c29-4c39-ac5e-7c36831e6da5
Event,Operations,ContentPresentation,Large,NoPromo,FALSE,LATAM,0,f3f17b19-c667-4d75-ba41-5cb685b03461
Digital Ad,Management,ContentPresentation,Medium,UsedPromo,TRUE,EMEA,1,85edad87-f241-49c6-89d1-e85a96bfb8bf
Cold Uutbound,HR,NeedsTraining,Large,NoPromo,FALSE,NAMER,0,a8a90198-40f9-4b60-9d07-02af7b065249
Event,HR,FeatureRequest,Small,NoPromo,FALSE,EMEA,0,4d2ed15a-fef4-4a64-91c6-091cff2a08b9
Referral,Marketing,FeatureRequest,Small,UsedPromo,FALSE,NAMER,0,1e9b539f-51b2-4e93-b09c-d854662f064a
Referral,Operations,FeatureRequest,Medium,NoPromo,TRUE,APAC,0,fd803d40-11de-47da-aaeb-62a9f7d8ca5c
Event,Finance,NeedsCaseStudy,Medium,NoPromo,FALSE,APAC,0,e8197f6d-7910-4891-b189-70b9bc0e5777
Referral,Marketing,NeedsCaseStudy,Medium,UsedPromo,TRUE,APAC,1,4795916b-6ed0-4b63-a11e-1fd9616152d0
Referral,HR,NeedsTraining,Small,UsedPromo,TRUE,APAC,1,55185662-fe2e-491d-be14-8a16c564835c
Organic,Marketing,ContentPresentation,Large,UsedPromo,TRUE,NAMER,1,f537d854-9785-43dd-9be7-718cb6620f4d
Cold Uutbound,Finance,ContentPresentation,Large,NoPromo,FALSE,NAMER,0,fd7f4a29-b619-4cf8-af5c-65299ec7e6bd
Organic,HR,NeedsCaseStudy,Small,NoPromo,FALSE,APAC,0,0983fa46-e3f6-4d62-a14d-3bd6846645fe
Referral,Engineering,NeedsTraining,Small,UsedPromo,TRUE,NAMER,1,50fa3e87-cd9b-4bf1-85c2-c331929fba8d
Cold Uutbound,HR,ContentPresentation,Medium,NoPromo,TRUE,APAC,0,faf952e6-7295-4382-b03f-b31da2a67907
Event,HR,NeedsTraining,Medium,UsedPromo,FALSE,NAMER,0,e7aecf55-7ef3-4413-b166-88df0189d77f
Cold Uutbound,Marketing,ContentPresentation,Medium,UsedPromo,TRUE,EMEA,1,3b78fb0e-2b9e-47f3-9e4e-d0b41832445f
Organic,Finance,ContentPresentation,Large,NoPromo,FALSE,APAC,0,d5d39a28-566b-48ab-bc3e-3b2a03ddd24f
Cold Uutbound,Marketing,ContentPresentation,Large,NoPromo,TRUE,LATAM,0,4f25d498-5077-4d94-9ca3-93256ef40ab3
Cold Uutbound,HR,NeedsTraining,Medium,NoPromo,TRUE,NAMER,0,4d937e28-0a01-435f-8500-c25626a91e2b
Referral,Management,NeedsTraining,Large,NoPromo,FALSE,NAMER,1,b105a44f-239b-43fd-b092-7d4fb4b26350
Cold Uutbound,Operations,FeatureRequest,Small,NoPromo,FALSE,EMEA,0,6b104f4b-cfbf-4c3c-834c-a105738733fb
Digital Ad,Management,FeatureRequest,Small,UsedPromo,FALSE,LATAM,0,15bc0852-377c-4b16-a625-cb449fd473cc
Cold Uutbound,Engineering,ContentPresentation,Large,UsedPromo,TRUE,EMEA,0,453c1878-f4e6-41a3-b036-e4f420be0e16
Organic,Operations,NeedsCaseStudy,Medium,UsedPromo,TRUE,EMEA,1,3a295509-71c3-47cd-8d8d-c562f4650741
Event,HR,NeedsCaseStudy,Small,NoPromo,TRUE,LATAM,0,0e73bb0f-773c-40bb-9344-5a872a691ead
Cold Uutbound,HR,NeedsTraining,Large,UsedPromo,TRUE,LATAM,1,8b9ed671-b05c-4ad9-a164-e22ed28f9d85
Event,Operations,FeatureRequest,Large,NoPromo,TRUE,NAMER,0,456047c9-9b75-4f7b-84eb-7fb7f1dd42d3
Digital Ad,Finance,NeedsTraining,Medium,UsedPromo,TRUE,APAC,1,6469dc0a-24b6-4627-9d3a-aff6ce22acf6
Digital Ad,Operations,NeedsTraining,Small,UsedPromo,FALSE,APAC,1,e3055f0a-c862-41e4-8e9c-28314352b36d
Referral,Finance,FeatureRequest,Small,UsedPromo,TRUE,NAMER,0,46810701-ed79-44e4-b7be-bd5945bc566d
Organic, Sales,NeedsTraining,Medium,NoPromo,FALSE,EMEA,0,5f4d31ca-bafd-4be6-8174-e0abc8ba821c
Digital Ad, Sales,NeedsCaseStudy,Medium,UsedPromo,FALSE,NAMER,1,0c60d6aa-7996-4cbb-823d-2be931381cc2
Event,Management,NeedsTraining,Medium,UsedPromo,TRUE,APAC,1,1c7be55c-008d-4b7c-989f-bb65c284b472
