product_name,product_category,product_id,event_time
3 cheese ravioli,frozen meals,P5701,2021-07-06T15:40:51.196Z
peppermint extract,baking ingredients,P5702,2021-07-06T15:40:51.196Z
outshine peach fruit bars,ice cream ice,P5703,2021-07-06T15:40:51.196Z
plantain chips,chips pretzels,P5704,2021-07-06T15:40:51.196Z
ice cream light chocolate chip,ice cream ice,P5705,2021-07-06T15:40:51.196Z
mini chips ahoy! chocolate chip cookies,cookies cakes,P5706,2021-07-06T15:40:51.196Z
dubliner cracker cut cheese,packaged cheese,P5707,2021-07-06T15:40:51.196Z
darjeeling 100% pure black tea,tea,P5708,2021-07-06T15:40:51.196Z
"with seasoned meat sauce, tomato sauce & real low fat ricotta cheese lasagna italiano",frozen meals,P5709,2021-07-06T15:40:51.196Z
men's pro edge multivitamin/multimineral supplement tablets,vitamins supplements,P5710,2021-07-06T15:40:51.196Z
decaf british breakfast tea,tea,P5711,2021-07-06T15:40:51.196Z
2nd foods banana mixed berries,baby food formula,P5712,2021-07-06T15:40:51.196Z
super seed beyond fiber,vitamins supplements,P5713,2021-07-06T15:40:51.196Z
sesame noodles with veggies,frozen meals,P5714,2021-07-06T15:40:51.196Z
organic muenster cheese slices,packaged cheese,P5715,2021-07-06T15:40:51.196Z
chili cheese flavored corn chips,chips pretzels,P5716,2021-07-06T15:40:51.196Z
blonde macaroons,cookies cakes,P5717,2021-07-06T15:40:51.196Z
alive! whole food energizer liquid multi vitamin & mineral dietary supplement,vitamins supplements,P5718,2021-07-06T15:40:51.196Z
carmel milk chocolate,candy chocolate,P5719,2021-07-06T15:40:51.196Z
360 dusters refills unscented,cleaning products,P5720,2021-07-06T15:40:51.196Z
all purpose disposable latex gloves,cleaning products,P5721,2021-07-06T15:40:51.196Z
sweet thing nitro cold brew coffee,coffee,P5722,2021-07-06T15:40:51.196Z
2% milk swiss singles,packaged cheese,P5723,2021-07-06T15:40:51.196Z
earl grey tea decaffeinated,tea,P5724,2021-07-06T15:40:51.196Z
pantene pro-v color preserve volume conditioner,hair care,P5725,2021-07-06T15:40:51.196Z
strawberry fruit bars,ice cream ice,P5726,2021-07-06T15:40:51.196Z
strawberry mochi ice cream,ice cream ice,P5727,2021-07-06T15:40:51.196Z
wild berry fruit candy,candy chocolate,P5728,2021-07-06T15:40:51.196Z
protein and fiber chocolate almond coconut bar,energy granola bars,P5729,2021-07-06T15:40:51.196Z
organic lemonade cherry,juice nectars,P5730,2021-07-06T15:40:51.196Z
orange delights chocolate dipped candied oranges,candy chocolate,P5731,2021-07-06T15:40:51.196Z
new england clam chowder soup,soup broth bouillon,P5732,2021-07-06T15:40:51.196Z
mozzarella style slices,packaged cheese,P5733,2021-07-06T15:40:51.196Z
banana bread sprouted bar,energy granola bars,P5734,2021-07-06T15:40:51.196Z
"single serve donut shop coffee, 12 count",coffee,P5735,2021-07-06T15:40:51.196Z
lemon poppy seed breakfast biscuits,cookies cakes,P5736,2021-07-06T15:40:51.196Z
caramel galette french cookies,cookies cakes,P5737,2021-07-06T15:40:51.196Z
"raspberries, blueberries & cream pops",ice cream ice,P5738,2021-07-06T15:40:51.196Z
rice crackers wasabi,crackers,P5739,2021-07-06T15:40:51.196Z
greek 100 calories tropical fruit yogurt,yogurt,P5740,2021-07-06T15:40:51.196Z
the complete cookie vegan pumpkin spice cookie,cookies cakes,P5741,2021-07-06T15:40:51.196Z
"wet & dry hair tangle tamer, sweet pear",hair care,P5742,2021-07-06T15:40:51.196Z
cherry chocolate bordeaux ice cream,ice cream ice,P5743,2021-07-06T15:40:51.196Z
ice shine pro-v shampoo,hair care,P5744,2021-07-06T15:40:51.196Z
stage 3 hearty meals mama grain baby food,baby food formula,P5745,2021-07-06T15:40:51.196Z
evening primrose 1300 mg,vitamins supplements,P5746,2021-07-06T15:40:51.196Z
apple 100% juice,juice nectars,P5747,2021-07-06T15:40:51.196Z
non dairy coffee caramel fudge,ice cream ice,P5748,2021-07-06T15:40:51.196Z
ethiopia guji organic whole bean coffee,coffee,P5749,2021-07-06T15:40:51.196Z
gluten free vegetable crackers,crackers,P5750,2021-07-06T15:40:51.196Z
curl nurturing shea butter detangler,hair care,P5751,2021-07-06T15:40:51.196Z
mocha frappucino chilled coffee drink,coffee,P5752,2021-07-06T15:40:51.196Z
organic lowfat plain unsweetened kefir,yogurt,P5753,2021-07-06T15:40:51.196Z
honeydew aloe beverage,juice nectars,P5754,2021-07-06T15:40:51.196Z
spinach & cheese ravioli,frozen meals,P5755,2021-07-06T15:40:51.196Z
vanilla almond tea bags,tea,P5756,2021-07-06T15:40:51.196Z
"kombucha, tangerine",refrigerated,P5757,2021-07-06T15:40:51.196Z
peanut milk chocolate xxl bag,candy chocolate,P5758,2021-07-06T15:40:51.196Z
"polish, silver, bottle",cleaning products,P5759,2021-07-06T15:40:51.196Z
"organic pear, pumpkin & pineapple baby food",baby food formula,P5760,2021-07-06T15:40:51.196Z
gripz chips deluxe/cheez-it/grahams variety pack snacks,cookies cakes,P5761,2021-07-06T15:40:51.196Z
berry boost 100% fruit juice smoothie,refrigerated,P5762,2021-07-06T15:40:51.196Z
stage 1 just carrots baby food,baby food formula,P5763,2021-07-06T15:40:51.196Z
dairy free almond milk chocolate frozen dessert,ice cream ice,P5764,2021-07-06T15:40:51.196Z
shredded mexican-style four cheese,packaged cheese,P5765,2021-07-06T15:40:51.196Z
free & clear natural dish liquid,cleaning products,P5766,2021-07-06T15:40:51.196Z
flip pb&j low-fat greek yogurt,yogurt,P5767,2021-07-06T15:40:51.196Z
omega swirl ultra high potency key lime fish oil,vitamins supplements,P5768,2021-07-06T15:40:51.196Z
flamin hot potato chips,chips pretzels,P5769,2021-07-06T15:40:51.196Z
all purpose lemon scented ammonia cleaner,cleaning products,P5770,2021-07-06T15:40:51.196Z
creme egg,ice cream ice,P5771,2021-07-06T15:40:51.196Z
blackberry drinkable yogurt,yogurt,P5772,2021-07-06T15:40:51.196Z
100 count assorted minitures bag,candy chocolate,P5773,2021-07-06T15:40:51.196Z
organic ginger herbal tea,tea,P5774,2021-07-06T15:40:51.196Z
all natural peanut butter oat bar,energy granola bars,P5775,2021-07-06T15:40:51.196Z
instant via caramel iced coffee,coffee,P5776,2021-07-06T15:40:51.196Z
beet sugar,baking ingredients,P5777,2021-07-06T15:40:51.196Z
organic peanut butter dark chocolate bar,candy chocolate,P5778,2021-07-06T15:40:51.196Z
sugar leaf  stevia and raw cane sugar,baking ingredients,P5779,2021-07-06T15:40:51.196Z
hazelnut instant coffee beverage,coffee,P5780,2021-07-06T15:40:51.196Z
"protein bar, high, white chocolate",energy granola bars,P5781,2021-07-06T15:40:51.196Z
gluten free chicken florentine,frozen meals,P5782,2021-07-06T15:40:51.196Z
resveratrol 250mg capsules,vitamins supplements,P5783,2021-07-06T15:40:51.196Z
vanilla extract,baking ingredients,P5784,2021-07-06T15:40:51.196Z
miraculously smooth shampoo,hair care,P5785,2021-07-06T15:40:51.196Z
"fat free, gluten free & low sodium, 12 flavor gummi worms",candy chocolate,P5786,2021-07-06T15:40:51.196Z
chocolate peanut butter crisp energy bar,energy granola bars,P5787,2021-07-06T15:40:51.196Z
magnesium tablets,vitamins supplements,P5788,2021-07-06T15:40:51.196Z
calcium 500 mg milk chocolate disks,candy chocolate,P5789,2021-07-06T15:40:51.196Z
tropical punch,refrigerated,P5790,2021-07-06T15:40:51.197Z
philly cheese steak sandwich,frozen meals,P5791,2021-07-06T15:40:51.197Z
vanilla nonfat yogurt,yogurt,P5792,2021-07-06T15:40:51.197Z
season all seasoned salt,spices seasonings,P5793,2021-07-06T15:40:51.197Z
gogurt turtle power punch and booyakasha berry portable yogurt,yogurt,P5794,2021-07-06T15:40:51.197Z
organic beef broth,soup broth bouillon,P5795,2021-07-06T15:40:51.197Z
calcium-magnesium with vitamin d complex,vitamins supplements,P5796,2021-07-06T15:40:51.197Z
milk chocolate & caramel bar,candy chocolate,P5797,2021-07-06T15:40:51.197Z
natural earth enzymes drain opener,cleaning products,P5798,2021-07-06T15:40:51.197Z
premium quality cornstarch,baking ingredients,P5799,2021-07-06T15:40:51.197Z
organic nut & chocolate milks blend,refrigerated,P5800,2021-07-06T15:40:51.197Z
7 day keratin smooth conditioner,hair care,P5801,2021-07-06T15:40:51.197Z
chocolate fudge brownie ice cream,ice cream ice,P5802,2021-07-06T15:40:51.197Z
oats & honey granola bars,energy granola bars,P5803,2021-07-06T15:40:51.197Z
"pasta 'n sauce, elmo, organic, with carrots & broccoli, 123 sesame street",frozen meals,P5804,2021-07-06T15:40:51.197Z
grapefruit seed liquid,vitamins supplements,P5805,2021-07-06T15:40:51.197Z
organic ginger root extract,vitamins supplements,P5806,2021-07-06T15:40:51.197Z
fun size candy bars,candy chocolate,P5807,2021-07-06T15:40:51.197Z
stage 2 just apple & kiwi,baby food formula,P5808,2021-07-06T15:40:51.197Z
potato chips sweet potato,chips pretzels,P5809,2021-07-06T15:40:51.197Z
trail mix chewy granola,energy granola bars,P5810,2021-07-06T15:40:51.197Z
original whole grain chips,chips pretzels,P5811,2021-07-06T15:40:51.197Z
pear from concentrate nectar,juice nectars,P5812,2021-07-06T15:40:51.197Z
healthy request mexican-style chicken tortilla soup,soup broth bouillon,P5813,2021-07-06T15:40:51.197Z
chocolate chip cookie dough fruit & nut bars,energy granola bars,P5814,2021-07-06T15:40:51.197Z
jacob's wonderbar dark roast,coffee,P5815,2021-07-06T15:40:51.197Z
coconut quinoa yogurt,yogurt,P5816,2021-07-06T15:40:51.197Z
"licorice, soft",candy chocolate,P5817,2021-07-06T15:40:51.197Z
graham cracker crumbs,baking ingredients,P5818,2021-07-06T15:40:51.197Z
chevrai original goat cheese,packaged cheese,P5819,2021-07-06T15:40:51.197Z
full spectrum liquid peppermint flavor olive leaf complex,vitamins supplements,P5820,2021-07-06T15:40:51.197Z
traditional chicken & herb dumplings soup,soup broth bouillon,P5821,2021-07-06T15:40:51.197Z
petcare stain & odor remover,cleaning products,P5822,2021-07-06T15:40:51.197Z
espresso blend,coffee,P5823,2021-07-06T15:40:51.197Z
walnut topping,baking ingredients,P5824,2021-07-06T15:40:51.197Z
spongia tosta 30 c - 80 ct,vitamins supplements,P5825,2021-07-06T15:40:51.197Z
dark chocolate & coconut candy bar,candy chocolate,P5826,2021-07-06T15:40:51.197Z
french roast k cup coffee,coffee,P5827,2021-07-06T15:40:51.197Z
flashin' fruit punch fruit drink,juice nectars,P5828,2021-07-06T15:40:51.197Z
fish stock,soup broth bouillon,P5829,2021-07-06T15:40:51.197Z
party bag assortment  chocolate mix,candy chocolate,P5830,2021-07-06T15:40:51.197Z
part-skim mozzarella cheese,packaged cheese,P5831,2021-07-06T15:40:51.197Z
chocolate ice cream,ice cream ice,P5832,2021-07-06T15:40:51.197Z
sea salt brown rice crackers,chips pretzels,P5833,2021-07-06T15:40:51.197Z
"love my veg banana, beet, squash, blueberry",baby food formula,P5834,2021-07-06T15:40:51.197Z
gin gins ginger chewy candy,candy chocolate,P5835,2021-07-06T15:40:51.197Z
vitamin d3 2000 iu,vitamins supplements,P5836,2021-07-06T15:40:51.197Z
2nd foods mixed vegetable,baby food formula,P5837,2021-07-06T15:40:51.197Z
chocolate brownie kid z bar,energy granola bars,P5838,2021-07-06T15:40:51.197Z
snackers pumpkin seed cheddar,crackers,P5839,2021-07-06T15:40:51.197Z
poppy seed cake & pastry filling,baking ingredients,P5840,2021-07-06T15:40:51.197Z
strawberry zfruit,energy granola bars,P5841,2021-07-06T15:40:51.197Z
fun size chocolate bars,candy chocolate,P5842,2021-07-06T15:40:51.197Z
shredded sharp cheddar cheese,packaged cheese,P5843,2021-07-06T15:40:51.197Z
green apple shampoo,hair care,P5844,2021-07-06T15:40:51.197Z
mexican style quesadilla melting cheese with jalapeno,packaged cheese,P5845,2021-07-06T15:40:51.197Z
gentle scrunchies,hair care,P5846,2021-07-06T15:40:51.197Z
original blend medium roast whole bean coffee,coffee,P5847,2021-07-06T15:40:51.197Z
ghee vanilla bean,spices seasonings,P5848,2021-07-06T15:40:51.197Z
mint fudge ice cream sandwiches,ice cream ice,P5849,2021-07-06T15:40:51.197Z
mocha flavored ground coffee,coffee,P5850,2021-07-06T15:40:51.197Z
wicked dark 95% chocolate,candy chocolate,P5851,2021-07-06T15:40:51.197Z
deliciously dairy free jack style wedge,packaged cheese,P5852,2021-07-06T15:40:51.197Z
heart healthy minestrone soup,soup broth bouillon,P5853,2021-07-06T15:40:51.197Z
bodacious blueberry vanilla energy bar,energy granola bars,P5854,2021-07-06T15:40:51.197Z
classic roast instant coffee crystals,coffee,P5855,2021-07-06T15:40:51.197Z
raspberry zinger caffeine free herbal tea,tea,P5856,2021-07-06T15:40:51.197Z
chicken stir-fry,frozen meals,P5857,2021-07-06T15:40:51.197Z
"superfood smoothie, organic, energy, mocha java",refrigerated,P5858,2021-07-06T15:40:51.197Z
chocolate craze nutrition bar,energy granola bars,P5859,2021-07-06T15:40:51.197Z
gluten free pina colada fruitfull bar,ice cream ice,P5860,2021-07-06T15:40:51.197Z
multi-grain club crackers,crackers,P5861,2021-07-06T15:40:51.197Z
"organic herbal coffee alternative dark french roast,",coffee,P5862,2021-07-06T15:40:51.197Z
optigro with iron infant formula,baby food formula,P5863,2021-07-06T15:40:51.197Z
surfer cooler juice drink,juice nectars,P5864,2021-07-06T15:40:51.197Z
plain low-fat yogurt,yogurt,P5865,2021-07-06T15:40:51.197Z
strawberry fruitfull bar,ice cream ice,P5866,2021-07-06T15:40:51.197Z
black elderberry night time syrup,vitamins supplements,P5867,2021-07-06T15:40:51.197Z
peanut butter & honey nutrition bar,energy granola bars,P5868,2021-07-06T15:40:51.197Z
goat milk mozzarella,packaged cheese,P5869,2021-07-06T15:40:51.197Z
diet noni berry juice,tea,P5870,2021-07-06T15:40:51.197Z
"complete nutrition infant formula, stage 1",baby food formula,P5871,2021-07-06T15:40:51.197Z
naked pure coconut water,juice nectars,P5872,2021-07-06T15:40:51.197Z
organic low sodium broth chicken,soup broth bouillon,P5873,2021-07-06T15:40:51.197Z
fiesta size strips restaurant style tortilla chips,chips pretzels,P5874,2021-07-06T15:40:51.197Z
ripples sour cream & onion flavored potato chips,chips pretzels,P5875,2021-07-06T15:40:51.197Z
chef's naturals pecan halves,baking ingredients,P5876,2021-07-06T15:40:51.197Z
mocha almond fudge ice cream,ice cream ice,P5877,2021-07-06T15:40:51.197Z
sausage with egg & cheese,frozen meals,P5878,2021-07-06T15:40:51.197Z
100% juice pineapple juice,juice nectars,P5879,2021-07-06T15:40:51.197Z
black silk dark roast ground coffee,coffee,P5880,2021-07-06T15:40:51.197Z
handsaver flex strong small gloves,cleaning products,P5881,2021-07-06T15:40:51.197Z
organic chamomile citrus tea,tea,P5882,2021-07-06T15:40:51.197Z
"cheese, smoked swiss",packaged cheese,P5883,2021-07-06T15:40:51.197Z
cold-pressed organic apple,refrigerated,P5884,2021-07-06T15:40:51.197Z
limited edition milano banana chocolate cookies,cookies cakes,P5885,2021-07-06T15:40:51.197Z
pepper jack string cheese,packaged cheese,P5886,2021-07-06T15:40:51.197Z
"nuggets assortment, family bag",candy chocolate,P5887,2021-07-06T15:40:51.197Z
tandoori inspired spiced chicken,frozen meals,P5888,2021-07-06T15:40:51.197Z
fire kombucha,refrigerated,P5889,2021-07-06T15:40:51.197Z
colombia los picos coffee,coffee,P5890,2021-07-06T15:40:51.197Z
fresh pressed pomegranate,juice nectars,P5891,2021-07-06T15:40:51.197Z
honey maid cinnamon grahams,crackers,P5892,2021-07-06T15:40:51.197Z
berry veggie juice smoothie,refrigerated,P5893,2021-07-06T15:40:51.197Z
jr. organic chocolate cherry granola bars,energy granola bars,P5894,2021-07-06T15:40:51.197Z
smooth & creamy organic lowfat french vanilla yogurt,yogurt,P5895,2021-07-06T15:40:51.197Z
"cajun seasoning, n'orleans",spices seasonings,P5896,2021-07-06T15:40:51.197Z
women's multivites gummy vitamins,vitamins supplements,P5897,2021-07-06T15:40:51.197Z
milk chocolate eggs,candy chocolate,P5898,2021-07-06T15:40:51.197Z
coconut water with pulp,juice nectars,P5899,2021-07-06T15:40:51.197Z
little yums pumpkin and banana teething wafers,baby food formula,P5900,2021-07-06T15:40:51.197Z
sea mineral moisture shampoo,hair care,P5901,2021-07-06T15:40:51.198Z
concord grape fruit juice cocktail,refrigerated,P5902,2021-07-06T15:40:51.198Z
"hair lotion, shine & refine, coconut",hair care,P5903,2021-07-06T15:40:51.198Z
brazilian keratin therapy shampoo,hair care,P5904,2021-07-06T15:40:51.198Z
peach yoghurt,yogurt,P5905,2021-07-06T15:40:51.198Z
bare unscented shampoo for all hair types,hair care,P5906,2021-07-06T15:40:51.198Z
caramel apple dream herbal tea,tea,P5907,2021-07-06T15:40:51.198Z
chocolate almond raisin,energy granola bars,P5908,2021-07-06T15:40:51.198Z
mallow bits vanilla marshmallows,baking ingredients,P5909,2021-07-06T15:40:51.198Z
crunch 'n chew original flavors,candy chocolate,P5910,2021-07-06T15:40:51.198Z
gel clog remover,cleaning products,P5911,2021-07-06T15:40:51.198Z
ginger soother,juice nectars,P5912,2021-07-06T15:40:51.198Z
chipotle chili chocolate mexicano classic discs,candy chocolate,P5913,2021-07-06T15:40:51.198Z
non fat greek yogurt,yogurt,P5914,2021-07-06T15:40:51.198Z
cafe steamers chicken linguine,frozen meals,P5915,2021-07-06T15:40:51.198Z
fresh scent disinfecting wipes,cleaning products,P5916,2021-07-06T15:40:51.198Z
freshly made spaghetti tossed with meatballs in a seasoned tomato sauce spaghetti with meatballs,frozen meals,P5917,2021-07-06T15:40:51.198Z
oats & honey gluten free granola,energy granola bars,P5918,2021-07-06T15:40:51.198Z
greek yogurt vanilla,yogurt,P5919,2021-07-06T15:40:51.198Z
seasonal ice cream,ice cream ice,P5920,2021-07-06T15:40:51.198Z
stage 1 just honeycrisp apples,baby food formula,P5921,2021-07-06T15:40:51.198Z
light & fit nonfat yogurt drink strawberry,yogurt,P5922,2021-07-06T15:40:51.198Z
100 calorie variety sack,chips pretzels,P5923,2021-07-06T15:40:51.198Z
organic sumatra coffee,coffee,P5924,2021-07-06T15:40:51.198Z
organic peas & brown rice stage 2 baby food,baby food formula,P5925,2021-07-06T15:40:51.198Z
condensed golden mushroom soup,soup broth bouillon,P5926,2021-07-06T15:40:51.198Z
strawberry rhubarb pie in chocolate,candy chocolate,P5927,2021-07-06T15:40:51.198Z
real volume aussie aussome volumizing shampoo,hair care,P5928,2021-07-06T15:40:51.198Z
moisture rich shampoo,hair care,P5929,2021-07-06T15:40:51.198Z
raw cacao nibs,baking ingredients,P5930,2021-07-06T15:40:51.198Z
2nd foods organic  pear and spinach baby food,baby food formula,P5931,2021-07-06T15:40:51.198Z
daily essential enzymes 500 mg capsules,vitamins supplements,P5932,2021-07-06T15:40:51.198Z
bite organic peanut butter crunch snack bar,energy granola bars,P5933,2021-07-06T15:40:51.198Z
original potato chips triple pack,chips pretzels,P5934,2021-07-06T15:40:51.198Z
enchilado part skim milk cheese,packaged cheese,P5935,2021-07-06T15:40:51.198Z
active naturals shampoo pure renewal,hair care,P5936,2021-07-06T15:40:51.198Z
fudge covered crackers,cookies cakes,P5937,2021-07-06T15:40:51.198Z
